country,year,greenhouse_gas_emissions,renewables_share_energy,solar_electricity,wind_electricity,hydro_electricity
Norway,2014,4.78000020980835,67.91426086425781,0.0,2.220000028610229,135.47000122070312
Norway,2015,4.809999942779541,67.6756591796875,0.0,2.5199999809265137,137.3000030517578
Norway,2016,4.900000095367432,69.04621887207031,0.0,2.109999895095825,142.80999755859375
Norway,2017,4.889999866485596,68.89434051513672,0.0,2.8499999046325684,142.3699951171875
Norway,2018,4.829999923706055,68.131591796875,0.0,3.869999885559082,138.97999572753906
Norway,2019,4.480000019073486,66.74140167236328,0.0099999997764825,5.519999980926514,125.29000091552734
Norway,2020,4.690000057220459,70.96290588378906,0.0799999982118606,9.90999984741211,141.8000030517578
Norway,2021,4.230000019073486,71.30542755126953,0.1099999994039535,11.760000228881836,143.97000122070312
Norway,2022,4.309999942779541,69.64840698242188,0.1700000017881393,14.800000190734863,128.24000549316406
Norway,2023,4.679999828338623,70.75797271728516,0.3600000143051147,13.859999656677246,136.7100067138672
Norway,2024,4.800000190734863,71.81197357177734,0.3600000143051147,14.5,138.5
Oceania,2000,185.55999755859372,8.436415672302246,0.050000000745058,0.2599999904632568,42.59000015258789
Oceania,2001,193.25,7.761115074157715,0.050000000745058,0.4399999976158142,39.470001220703125
Oceania,2002,189.72000122070312,8.200047492980957,0.0599999986588954,0.6899999976158142,42.59000015258789
Oceania,2003,192.8300018310547,7.99672269821167,0.0599999986588954,0.8500000238418579,41.37999725341797
Oceania,2004,195.12001037597656,8.519862174987793,0.0700000002980232,1.170000076293945,44.46999740600586
Oceania,2005,198.3300018310547,8.19935417175293,0.0799999982118606,1.9299999475479128,40.35000228881836
Oceania,2006,203.5800018310547,8.051154136657715,0.1000000014901161,2.81000018119812,40.0099983215332
Oceania,2007,206.75,7.838194847106934,0.1099999994039535,3.819999933242798,38.470001220703125
Oceania,2008,209.3699951171875,7.433562278747559,0.1400000005960464,4.559999942779541,36.0
Oceania,2009,209.1699981689453,8.132529258728027,0.2899999916553497,5.950000286102295,38.59000015258789
Oceania,2010,207.69000244140625,8.679459571838379,0.9800000190734864,6.669999599456787,40.06999969482422
Oceania,2011,204.3800048828125,9.822864532470703,2.049999952316284,8.420000076293945,46.47999954223633
Oceania,2012,200.8800048828125,9.59182834625244,2.4200000762939453,9.84999942779541,41.84000015258789
Oceania,2013,194.0500030517578,10.256891250610352,3.879999876022339,11.320000648498535,44.040000915527344
Oceania,2014,194.1700134277344,10.053628921508787,5.0,12.039999961853027,40.45000076293945
Oceania,2015,197.6100006103516,10.347541809082031,6.319999694824219,14.25,40.310001373291016
